City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
617,Puerto Cabezas,NI,72.19,clear sky,14.0351,-83.3888,Cabaña Caribe
618,Mount Gambier,AU,87.71,clear sky,-37.8333,140.7667,The Commodore
619,Riberalta,BO,72.43,overcast clouds,-10.9833,-66.1,Hotel Colonial
620,Porto Walter,BR,72.99,overcast clouds,-8.2686,-72.7439,Secretaria de saúde
623,Plettenberg Bay,ZA,69.51,clear sky,-34.0527,23.3716,Thanda Vista B&B
625,Sola,VU,82.92,light rain,-13.8833,167.55,Leumerus Bungalows
627,Broken Hill,AU,82.11,scattered clouds,-31.95,141.4333,Royal Exchange Hotel
628,Araouane,ML,62.49,clear sky,18.9048,-3.5265,
630,Mwanza,TZ,67.71,overcast clouds,-2.5167,32.9,Gold Crest Hotel
631,Ormara,PK,70.47,few clouds,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
632,Sao Filipe,CV,72.48,clear sky,14.8961,-24.4956,Hotel Xaguate
634,Artesia,US,74.14,clear sky,33.8658,-118.0831,Days Inn & Suites by Wyndham Artesia
635,Tombouctou,ML,61.88,clear sky,20.0,-3.0,
637,Campina Verde,BR,70.48,overcast clouds,-19.5356,-49.4864,Hotel Lino
639,Vila Franca Do Campo,PT,60.19,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
642,Ampanihy,MG,73.6,moderate rain,-24.7,44.75,Angora Hotel
643,Ippy,CF,69.28,broken clouds,6.2679,21.2247,
645,Carutapera,BR,75.67,overcast clouds,-1.195,-46.02,Lidera
648,Phan Thiet,VN,85.98,broken clouds,10.9333,108.1,Hotel Saigon-PT
657,Samana,DO,71.98,few clouds,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
665,Zaraza,VE,77.05,scattered clouds,9.3503,-65.3245,Hotel Zaraza
